Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
12;1074052;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.16;мужской;0;0;среднее;рабочий;>250;0;11;25;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1074072;2НДФЛ;Ремонт;1;0.46;женский;2;0;высшее;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1074092;Поступление зарплаты на счет;Ремонт;0;0.2;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;138;43;Другое;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0;0;2;42;2;0;2;21;65;0;0;0;0;0;0;0
12;1074112;Поступление зарплаты на счет;Ремонт;1;0.5;мужской;0;0;среднее;вспомогательный персонал;>250;1;126;46;Другое;ЗАО;женат / замужем;1;1;1;1;1;0.1260504202;1;0;0;0;0.3333333333;2;4;104;6;1;3;21;78;1;0;0;0;0;0;0
12;1074132;Поступление зарплаты на счет;Ремонт;0;0.25;мужской;0;0;среднее-специальное;специалист;>250;0;6;42;Торговля;ОАО;женат / замужем;2;2;2;0;0;0;0;0;0;0;0.25;1;3;40;4;0;2;20;38;0;0;0;0;0;0;0
12;1074152;Поступление зарплаты на счет;Ремонт;0;0.47;женский;0;0;высшее;специалист;>250;0;45;29;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1074172;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.49;мужской;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1074192;2НДФЛ;Ремонт;1;0.51;мужской;0;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1074212;2НДФЛ;Покупка недвижимости/ строительство;0;0.56;мужской;0;0;второе высшее;менеджер по продажам;>250;0;26;35;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1074232;2НДФЛ;Ремонт;1;0.32;мужской;0;0;высшее;рабочий;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1074252;Форма банка (без печати работодателя);Покупка автомобиля;1;0.4;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;16;44;Другое;ООО;холост / не замужем;0;0;0;0;0;0.2641509434;1;1;0;0;0.3333333333;3;6;78;9;1;5;4;105;1;0;0;0;0;0;0
12;1074272;Поступление зарплаты на счет;Покупка мебели;1;0.49;женский;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1074292;Форма банка (без печати работодателя);Ремонт;0;0.28;мужской;1;0;среднее-специальное;рабочий;>250;0;85;27;Другое;ОАО;женат / замужем;1;1;0;0;0;0.2666666667;0;1;0;0;0.375;3;5;99;8;1;3;5;71;1;0;0;0;0;0;0
12;1074312;2НДФЛ;Ремонт;1;0.26;женский;0;0;высшее;специалист;>250;0;25;30;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1074332;Поступление зарплаты на счет;Покупка бытовой техники;0;0.24;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;43;27;Торговля;ООО;холост / не замужем;1;1;1;1;1;0.1764705882;0;0;0;0;0;0;1;14;1;0;0;69;69;1;0;0;0;0;0;0
12;1074352;Поступление зарплаты на счет;Покупка мебели;1;0.1;женский;0;0;высшее;менеджер высшего звена;< 50;0;67;50;Торговля;ЗАО;холост / не замужем;1;1;1;1;1;0;0;0;0;0;0;0;3;27;3;0;0;22;31;0;0;0;0;0;0;0
12;1074372;Свободная форма с печатью работодателя;Другое;1;0.31;мужской;1;0;высшее;менеджер среднего звена;>250;3;40;38;Туризм;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1074392;Поступление зарплаты на счет;Ремонт;0;0.56;женский;0;0;высшее;рабочий;>250;0;64;36;Информационные технологии;ООО;холост / не замужем;2;2;1;0;0;0.0648148148;0;2;2;2;0.2307692308;3;10;101;13;3;0;0;102;1;1;1;1;0;0;0
12;1074412;Поступление зарплаты на счет;Ремонт;0;0.46;мужской;1;0;высшее;специалист;>250;1;54;30;Информационные технологии;ОАО;женат / замужем;1;1;1;0;0;0.0434782609;0;0;0;0;0.1818181818;2;9;110;11;0;1;10;74;1;0;0;0;0;0;0
12;1074432;Форма банка (без печати работодателя);Покупка автомобиля;1;0.33;мужской;1;0;среднее-специальное;рабочий;>250;0;39;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1074452;Поступление зарплаты на счет;Ремонт;1;0.17;мужской;0;0;высшее;менеджер по продажам;>250;0;43;36;Другое;ЗАО;холост / не замужем;1;0;0;0;0;0.1584158416;0;0;0;0;0.3333333333;2;4;85;6;1;1;7;71;1;0;0;0;0;0;0
12;1074472;2НДФЛ;Ремонт;1;0.48;женский;0;0;высшее;менеджер высшего звена;>250;0;51;48;Торговля;ООО;холост / не замужем;3;2;1;0;0;0;0;0;0;0;0.3;3;7;251;10;3;0;6;87;0;0;0;0;0;0;0
12;1074492;Форма банка (без печати работодателя);Обучение;1;0.45;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;20;33;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1074512;2НДФЛ;Ремонт;0;0.45;мужской;0;0;высшее;вспомогательный персонал;>250;0;37;49;Другое;ООО;холост / не замужем;1;0;0;0;0;0.0428571429;1;1;0;0;0.6666666667;2;1;67;3;1;0;3;34;1;0;0;0;0;0;0
12;1074532;Поступление зарплаты на счет;Ремонт;1;0.12;мужской;0;0;незаконченное высшее;менеджер среднего звена;>250;0;61;27;Информационные технологии;ООО;холост / не замужем;1;1;1;1;1;0;0;0;0;0;0;0;1;4;1;0;0;11;11;0;0;0;0;0;0;0
12;1074552;Поступление зарплаты на счет;Ремонт;0;0.35;мужской;1;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;58;33;Другое;ЗАО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.25;1;3;70;4;0;3;12;49;0;0;0;0;0;0;0
12;1074572;Поступление зарплаты на счет;Ремонт;1;0.43;женский;0;0;высшее;рабочий;>250;0;49;34;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1074592;2НДФЛ;Ремонт;0;0.41;женский;0;0;высшее;специалист;>250;0;11;39;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1074612;Поступление зарплаты на счет;Ремонт;0;0.55;женский;0;0;высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1074632;Поступление зарплаты на счет;Обучение;0;0.29;женский;2;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1074652;2НДФЛ;Ремонт;0;0.46;мужской;1;0;второе высшее;специалист;>250;1;74;36;Торговля;ООО;женат / замужем;3;2;2;2;2;0.0603448276;0;2;1;0;0.25;3;9;109;12;1;1;2;92;1;0;0;0;0;0;0
12;1074672;Поступление зарплаты на счет;Ремонт;1;0.22;мужской;0;0;высшее;рабочий;>250;0;6;24;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1074692;Форма банка (без печати работодателя);Ремонт;0;0.22;мужской;0;0;высшее;специалист;>250;0;41;47;Другое;ОАО;холост / не замужем;2;1;1;1;1;0.1162790698;0;1;1;0;0.1818181818;2;9;76;11;2;1;2;94;1;0;0;0;0;0;0
12;1074712;Поступление зарплаты на счет;Покупка мебели;1;0.49;женский;0;0;среднее;вспомогательный персонал;>250;0;18;31;Торговля;ООО;женат / замужем;6;3;2;2;0;0;0;3;2;1;0.75;3;1;7;4;1;0;0;20;0;0;0;0;0;0;0
12;1074732;Поступление зарплаты на счет;Ремонт;1;0.15;женский;1;0;высшее;вспомогательный персонал;>250;0;19;29;Торговля;ООО;женат / замужем;;;;;;0.2727272727;0;0;0;0;0;0;1;8;1;0;0;87;87;1;0;0;0;1;0;0
12;1074752;Поступление зарплаты на счет;Покупка мебели;0;0.16;мужской;0;0;среднее-специальное;рабочий;>250;0;55;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1074772;Поступление зарплаты на счет;Ремонт;1;0.49;мужской;0;0;среднее;специалист;>250;0;25;31;Туризм;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1074792;Поступление зарплаты на счет;Ремонт;0;0.25;мужской;1;0;высшее;специалист;< 50;0;48;34;Торговля;ООО;женат / замужем;2;1;1;0;0;0.012987013;0;0;0;0;0.4285714286;3;4;76;7;2;0;14;86;1;0;0;0;0;0;0
12;1074812;Форма банка (без печати работодателя);Покупка автомобиля;0;0.02;мужской;0;0;высшее;вспомогательный персонал;< 50;0;37;42;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1074832;2НДФЛ;Покупка мебели;1;0.43;мужской;0;0;высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1074852;Поступление зарплаты на счет;Ремонт;0;0.14;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;24;54;Торговля;ООО;женат / замужем;1;1;1;1;1;0;0;0;0;0;0;0;1;18;1;0;0;37;37;0;0;0;0;0;0;0
12;1074872;2НДФЛ;Покупка мебели;1;0.49;женский;2;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;34;43;Другое;ОАО;холост / не замужем;6;6;1;1;1;0;0;0;0;0;0.3333333333;1;2;14;3;1;0;6;26;0;0;0;0;0;0;0
12;1074892;Форма банка (без печати работодателя);Ремонт;1;0.56;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;70;51;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1074912;Форма банка (без печати работодателя);Ремонт;0;0.16;женский;0;0;высшее;менеджер среднего звена;>250;0;21;26;Торговля;ООО;женат / замужем;1;1;1;1;0;0.0178571429;1;1;0;0;0.8;4;1;110;5;2;1;3;72;1;0;0;0;0;0;0
12;1074932;2НДФЛ;Ремонт;0;0.42;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;8;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1074952;Форма банка (без печати работодателя);Ремонт;1;0.27;женский;0;0;высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1074972;Форма банка (без печати работодателя);Ремонт;0;0.17;мужской;0;0;высшее;рабочий;>250;0;89;53;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1074992;Форма банка (без печати работодателя);Ремонт;0;0.44;мужской;0;0;незаконченное высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1075012;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.28;мужской;1;0;среднее-специальное;специалист;>250;0;87;34;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1075032;Поступление зарплаты на счет;Ремонт;0;0.08;мужской;1;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;145;39;Торговля;ООО;женат / замужем;1;0;0;0;0;0.012345679;1;0;0;0;0;0;5;80;5;0;3;2;83;1;0;0;0;0;0;0
12;1075052;Форма банка (без печати работодателя);Ремонт;1;0.29;мужской;0;0;среднее;вспомогательный персонал;>250;0;41;48;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1075072;2НДФЛ;Ремонт;1;0.37;женский;1;0;среднее-специальное;рабочий;>250;3;118;42;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1075092;Форма банка (без печати работодателя);Ремонт;1;0.33;мужской;0;0;высшее;менеджер среднего звена;< 50;0;17;28;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.4085365854;0;0;0;0;0.375;3;5;97;8;0;2;22;58;1;1;0;0;1;0;0
12;1075112;Форма банка (без печати работодателя);Ремонт;1;0.06;мужской;0;0;среднее-специальное;менеджер среднего звена;>250;0;8;49;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1075132;Форма банка (без печати работодателя);Ремонт;0;0.46;мужской;0;0;среднее;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1075152;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.19;мужской;1;0;среднее-специальное;рабочий;>250;0;333;47;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1075172;2НДФЛ;Покупка недвижимости/ строительство;0;0.3;женский;1;0;высшее;специалист;>250;0;172;44;Другое;ООО;женат / замужем;1;1;1;1;1;0;0;0;0;0;0;0;2;72;2;0;1;60;69;0;0;0;0;0;0;0
12;1075192;2НДФЛ;Покупка мебели;1;0.19;женский;1;0;второе высшее;менеджер среднего звена;>250;3;9;39;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1075212;Форма банка (без печати работодателя);Ремонт;1;0.38;женский;0;0;среднее-специальное;рабочий;>250;0;21;46;Другое;ОАО;женат / замужем;0;0;0;0;0;0.012195122;0;2;1;1;0.1176470588;2;15;81;17;2;2;0;51;1;0;0;0;0;0;0
12;1075232;Поступление зарплаты на счет;Ремонт;0;0.58;женский;0;0;высшее;специалист;>250;0;7;32;Торговля;ООО;холост / не замужем;1;1;0;0;0;0.1180124224;0;0;0;0;0.6;3;2;142;5;2;0;21;97;1;1;0;0;1;1;0
12;1075252;Поступление зарплаты на счет;Другое;1;0.26;женский;0;0;среднее;специалист;>250;0;107;54;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1075272;Форма банка (без печати работодателя);Отпуск;1;0.24;женский;1;0;высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1075292;Форма банка (без печати работодателя);Ремонт;1;0.25;женский;1;0;высшее;менеджер высшего звена;>250;0;37;38;Другое;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0;0;3;45;3;0;3;14;41;0;0;0;0;0;0;0
12;1075312;Поступление зарплаты на счет;Ремонт;1;0.15;мужской;0;0;высшее;специалист;>250;0;6;33;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1075332;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.2;мужской;1;0;высшее;специалист;>250;0;28;29;Торговля;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
12;1075352;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.42;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;106;33;Торговля;ООО;холост / не замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
12;1075372;Поступление зарплаты на счет;Ремонт;0;0.28;мужской;1;0;высшее;менеджер среднего звена;>250;0;134;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1075392;Форма банка (без печати работодателя);Покупка автомобиля;0;0.59;женский;1;0;высшее;менеджер высшего звена;>250;0;61;36;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1075412;Форма банка (без печати работодателя);Ремонт;1;0.59;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;75;45;Другое;ОАО;холост / не замужем;3;2;2;2;2;0.0876494024;1;0;0;0;0.4166666667;5;7;229;12;3;1;7;78;1;0;0;0;0;0;0
12;1075432;Форма банка (без печати работодателя);Ремонт;1;0.3;мужской;2;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;57;32;Торговля;Индивидуальный предприниматель;женат / замужем;1;1;1;1;1;0.0178571429;0;0;0;0;0.25;1;3;55;4;0;0;35;43;1;0;0;0;0;0;0
12;1075452;Форма банка (без печати работодателя);Ремонт;1;0.12;женский;1;0;среднее-специальное;рабочий;>250;0;137;40;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1075472;2НДФЛ;Покупка автомобиля;1;0.59;мужской;0;0;высшее;специалист;>250;0;84;35;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1075492;Поступление зарплаты на счет;Отпуск;0;0.34;мужской;1;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;12;49;Другое;ОАО;женат / замужем;1;1;1;0;0;0.0943396226;0;0;0;0;0.6666666667;2;1;48;3;0;1;11;36;1;0;0;0;0;0;0
12;1075512;2НДФЛ;Ремонт;0;0.38;женский;0;0;высшее;вспомогательный персонал;>250;3;18;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1075532;Поступление зарплаты на счет;Отпуск;1;0.36;мужской;1;0;второе высшее;рабочий;>250;0;12;42;Торговля;ООО;разведен / разведена;3;0;0;0;0;0;0;0;0;0;0.3333333333;2;4;37;6;1;0;4;32;0;0;0;0;0;0;0
12;1075552;2НДФЛ;Ремонт;0;0.54;женский;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1075572;2НДФЛ;Ремонт;1;0.36;женский;0;0;высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1075592;Форма банка (без печати работодателя);Ремонт;1;0.59;женский;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1075612;2НДФЛ;Другое;1;0.49;мужской;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1075632;Форма банка (без печати работодателя);Обучение;1;0.07;мужской;0;0;высшее;менеджер высшего звена;>250;0;6;52;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1075652;2НДФЛ;Ремонт;1;0.59;женский;0;0;высшее;рабочий;>250;3;374;49;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1075672;Форма банка (без печати работодателя);Ремонт;1;0.59;мужской;1;0;высшее;менеджер среднего звена;>250;0;87;32;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1075692;Поступление зарплаты на счет;Ремонт;0;0.54;мужской;2;0;высшее;вспомогательный персонал;>250;1;74;35;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1075712;2НДФЛ;Покупка автомобиля;0;0.29;женский;0;0;высшее;менеджер высшего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1075732;Поступление зарплаты на счет;Ремонт;1;0.43;женский;0;0;высшее;специалист;>250;0;6;23;Другое;ЗАО;женат / замужем;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;10;10;0;0;0;0;0;0;0
12;1075752;2НДФЛ;Ремонт;0;0.4;мужской;1;0;второе высшее;менеджер среднего звена;>250;0;59;42;Другое;ООО;женат / замужем;1;1;0;0;0;0.1243243243;1;0;0;0;0.3333333333;2;4;162;6;1;0;33;93;1;0;0;0;0;0;0
12;1075772;Поступление зарплаты на счет;Ремонт;0;0.55;мужской;2;0;высшее;специалист;>250;0;21;37;Торговля;ЗАО;женат / замужем;0;0;0;0;0;0.1052631579;1;0;0;0;0.5;1;1;17;2;1;0;18;102;1;0;0;0;0;0;0
12;1075792;Форма банка (без печати работодателя);Ремонт;0;0.49;женский;0;0;высшее;специалист;< 50;0;24;26;Другое;ООО;холост / не замужем;1;0;0;0;0;0.1458333333;0;1;0;0;1;4;0;82;4;1;0;3;45;1;0;0;0;0;0;0
12;1075812;2НДФЛ;Покупка автомобиля;1;0.33;мужской;2;0;высшее;рабочий;>250;3;22;38;Другое;ООО;женат / замужем;1;1;1;1;0;0;0;1;1;0;0.5;1;1;4;2;1;0;2;5;0;0;0;0;0;0;0
12;1075832;Поступление зарплаты на счет;Ремонт;1;0.41;женский;0;0;высшее;специалист;>250;0;42;27;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1075852;2НДФЛ;Покупка недвижимости/ строительство;1;0.31;мужской;1;0;высшее;специалист;>250;0;78;39;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1075872;Поступление зарплаты на счет;Покупка автомобиля;1;0.41;женский;2;0;среднее;рабочий;>250;0;14;37;Торговля;ООО;холост / не замужем;1;1;0;0;0;0;0;0;0;0;0.25;1;3;15;4;0;0;7;29;0;0;0;0;0;0;0
12;1075892;Свободная форма с печатью работодателя;Ремонт;1;0.55;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;47;29;Торговля;Индивидуальный предприниматель;женат / замужем;0;0;0;0;0;0.2085308057;0;0;0;0;0.625;5;3;167;8;0;1;25;58;1;1;1;0;0;0;0
12;1075912;Поступление зарплаты на счет;Отпуск;0;0.09;мужской;1;0;среднее;менеджер среднего звена;>250;1;64;25;Другое;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0.1666666667;1;5;60;6;0;5;8;34;0;0;0;0;0;0;0
12;1075932;Поступление зарплаты на счет;Покупка автомобиля;0;0.49;мужской;1;0;высшее;менеджер среднего звена;>250;1;31;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1075952;;Покупка недвижимости/ строительство;0;;мужской;0;0;Высшее/Второе высшее/Ученая степень;другое;;0;93;28;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1075972;2НДФЛ;Ремонт;1;0.52;мужской;1;0;высшее;рабочий;>250;1;84;28;Другое;ООО;женат / замужем;2;2;0;0;0;0;0;1;0;0;0.3333333333;3;6;91;9;2;4;4;74;0;0;0;0;0;0;0
12;1075992;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.43;мужской;0;0;среднее;рабочий;>250;0;9;34;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1076012;Поступление зарплаты на счет;Другое;1;0.47;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;43;32;Другое;Иная форма;холост / не замужем;1;0;0;0;0;0.0526315789;1;0;0;0;0.1666666667;1;5;72;6;1;2;12;93;1;1;1;0;0;0;0
12;1076032;Поступление зарплаты на счет;Покупка автомобиля;1;0.27;мужской;1;0;высшее;специалист;>250;0;40;25;Информационные технологии;ОАО;женат / замужем;1;1;1;0;0;0;0;0;0;0;0;0;2;9;2;0;0;20;75;0;0;0;0;0;0;0
12;1076052;Поступление зарплаты на счет;Покупка мебели;1;0.59;женский;0;0;высшее;специалист;>250;0;57;38;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1076072;Поступление зарплаты на счет;Ремонт;1;0.25;женский;2;0;высшее;специалист;>250;0;9;27;Другое;ОАО;женат / замужем;1;1;1;1;1;0.4307692308;0;0;0;0;0.5;1;1;37;2;0;0;28;87;1;1;1;1;0;0;0
12;1076092;Форма банка (без печати работодателя);Обучение;0;0.38;женский;0;0;высшее;специалист;< 50;0;39;36;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1076112;Поступление зарплаты на счет;Ремонт;1;0.46;женский;2;0;высшее;специалист;>250;0;52;42;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1076132;2НДФЛ;Покупка недвижимости/ строительство;0;0.58;женский;1;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1076152;Форма банка (без печати работодателя);Ремонт;1;0.38;мужской;0;0;высшее;специалист;>250;0;13;38;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1076172;2НДФЛ;Ремонт;1;0.49;мужской;0;0;высшее;рабочий;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1076192;2НДФЛ;Ремонт;1;0.59;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1076212;Поступление зарплаты на счет;Отпуск;1;0.32;мужской;0;0;высшее;менеджер среднего звена;>250;0;6;38;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1076232;Форма банка (без печати работодателя);Ремонт;1;0.37;женский;1;0;высшее;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1076252;2НДФЛ;Покупка недвижимости/ строительство;0;0.28;мужской;0;0;второе высшее;специалист;>250;0;24;27;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1076272;Поступление зарплаты на счет;Ремонт;1;0.49;женский;0;0;высшее;вспомогательный персонал;>250;0;14;48;Торговля;ООО;женат / замужем;0;0;0;0;0;0.5188679245;0;0;0;0;0.5;3;3;51;6;0;0;41;66;1;1;1;1;0;0;0
12;1076292;Поступление зарплаты на счет;Покупка автомобиля;1;0.49;мужской;4;0;среднее;рабочий;>250;0;67;37;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1076312;Форма банка (без печати работодателя);Ремонт;0;0.34;мужской;2;0;высшее;менеджер высшего звена;< 50;0;17;31;Информационные технологии;ООО;женат / замужем;0;0;0;0;0;0.0322580645;0;0;0;0;1;1;0;30;1;1;0;32;32;1;0;0;0;0;0;0
12;1076332;Поступление зарплаты на счет;Покупка мебели;0;0.26;мужской;2;0;среднее-специальное;рабочий;>250;1;7;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1076352;Поступление зарплаты на счет;Ремонт;0;0.34;женский;2;0;высшее;специалист;>250;1;21;33;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1076372;Форма банка (без печати работодателя);Покупка автомобиля;1;0.39;мужской;4;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;88;40;Торговля;ООО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0.5;1;1;8;2;0;1;12;16;0;0;0;0;0;0;0
12;1076392;Свободная форма с печатью работодателя;Ремонт;1;0.24;женский;2;0;незаконченное высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1076412;Поступление зарплаты на счет;Ремонт;0;0.39;мужской;0;0;высшее;менеджер среднего звена;>250;0;166;55;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1076432;Форма банка (без печати работодателя);Ремонт;0;0.34;женский;2;0;высшее;специалист;>250;0;41;39;Другое;ЗАО;холост / не замужем;0;0;0;0;0;0.0666666667;1;1;0;0;0.5;5;5;140;10;1;1;3;96;1;0;0;0;0;0;0
12;1076452;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.59;женский;2;0;высшее;менеджер среднего звена;< 50;0;41;49;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1076472;2НДФЛ;Ремонт;0;0.22;мужской;0;0;высшее;менеджер среднего звена;< 50;3;21;39;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1076492;Форма банка (без печати работодателя);Отпуск;1;0.3;мужской;1;0;среднее-специальное;менеджер среднего звена;< 50;0;57;48;Торговля;ООО;женат / замужем;2;2;0;0;0;0;1;1;1;1;0.4;2;3;31;5;1;0;1;28;0;0;0;0;0;0;0
12;1076512;Свободная форма с печатью работодателя;Ремонт;1;0.48;мужской;0;0;высшее;специалист;>250;0;42;30;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
